InspectionDate,HouseNumber,StreetName,Apartment,Borough,Full Address,Latitude,Longitude,ViolationID,CurrentStatus,NOVDescription,BuildingID,Class,RegistrationID,BoroID,LowHouseNumber,HighHouseNumber,StreetCode,Postcode,Story,Block,Lot,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVIssuedDate,CurrentStatusID,CurrentStatusDate,NovType,ViolationStatus,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
02/09/2021,2619,BEDFORD AVENUE,A2,BROOKLYN,2619 BEDFORD AVENUE A2 BROOKLYN ,40.6393535,-73.9538459,14021489,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL APPROX 30 SQUARE FEET IN THE 2nd ROOM FROM EAST LOCATED AT APT A2, 2nd STORY, 4th APARTMENT FROM NORTH AT EAST",206014,C,314323,3,2619,2619,18630,11226,2,5211,79,02/13/2021,03/19/2021,03/14/2021,,,03/04/2021,550,7089457,02/16/2021,9,05/17/2021,Original,Close,40.63929,-73.954132,17,45,790,3120365,3052110079,Erasmus
02/10/2021,458,68 STREET,3F,BROOKLYN,458 68 STREET 3F BROOKLYN ,40.634362,-74.02171,14022064,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... ON THE CEILING IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",167099,C,333631,3,458,458,9980,11220,3,5864,30,02/11/2021,03/15/2021,03/10/2021,,,,550,7087631,02/12/2021,47,02/12/2021,Original,Open,40.634663,-74.021823,10,43,130,3145273,3058640030,Bay Ridge
02/10/2021,39-55,59 STREET,1STFLO,QUEENS,39-55 59 STREET 1STFLO QUEENS ,40.7460102,-73.904951,14026585,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30 SQUARE FEET AT ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 1STFLO, 1st STORY",448814,C,0,4,39-55,39-55,12390,11377,1,1230,21,02/14/2021,03/19/2021,03/14/2021,,,,550,7090103,02/16/2021,47,02/16/2021,Original,Open,40.746166,-73.905131,2,26,259,4028353,4012300021,Woodside
02/10/2021,2073,DAVIDSON AVENUE,1B,BRONX,2073 DAVIDSON AVENUE 1B BRONX ,40.8547306,-73.9080122,14025525,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 18 SQ. FT. AT CEILING APROX. 18 SQ. FT. AT SOUTH WALL APROX. 30 SQ. FT. AT NORTH WALL APROX. 25 SQ. FT. AT WEST WALL APROX. 25 SQ. FT. AT EAST WALL IN THE BATHROOM LOCATED AT APT 1B, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",60473,C,205216,2,2073,2073,23520,10453,2,3193,21,02/14/2021,03/19/2021,03/14/2021,,,03/12/2021,550,7088977,02/16/2021,9,05/24/2021,Original,Close,40.854571,-73.907836,5,14,251,2014156,2031930021,University Heights-Morris Heights
02/10/2021,221-56,90 AVENUE,3A,QUEENS,221-56 90 AVENUE 3A QUEENS ,40.7287436,-73.7383073,14022153,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 32 SQ FT AT WEST WALL, SOUTH WALL, BASEBOARD AT WEST WALL, 1st WINDOW FRAME FROM SOUTH AT WEST WALL IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , 2nd SECTION FROM WEST AT NORTH",810751,C,407549,4,221-56,221-56,18140,11428,3,10723,1,02/11/2021,03/15/2021,03/10/2021,,,03/12/2021,550,7088014,02/12/2021,9,05/24/2021,Original,Close,40.728693,-73.738524,13,23,554,4434672,4107230001,Queens Village
02/10/2021,221-56,90 AVENUE,3A,QUEENS,221-56 90 AVENUE 3A QUEENS ,40.7287436,-73.7383073,14022152,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 40 SQ FT AT IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , 2nd SECTION FROM WEST AT NORTH",810751,C,407549,4,221-56,221-56,18140,11428,3,10723,1,02/11/2021,03/15/2021,03/10/2021,,,03/12/2021,550,7088014,02/12/2021,9,05/24/2021,Original,Close,40.728693,-73.738524,13,23,554,4434672,4107230001,Queens Village
02/10/2021,221-56,90 AVENUE,3A,QUEENS,221-56 90 AVENUE 3A QUEENS ,40.7287436,-73.7383073,14022151,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 32 SQ FT AT WEST WALL, BASEBOARD AT WEST WALL, 1st WINDOW FRAME FROM SOUTH AT WEST WALL, NORTH WALL, CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH , 2nd SECTION FROM WEST AT NORTH",810751,C,407549,4,221-56,221-56,18140,11428,3,10723,1,02/11/2021,03/15/2021,03/10/2021,,,03/12/2021,550,7088014,02/12/2021,9,05/24/2021,Original,Close,40.728693,-73.738524,13,23,554,4434672,4107230001,Queens Village
02/10/2021,143-40,41 AVENUE,LB,QUEENS,143-40 41 AVENUE LB QUEENS ,40.759993,-73.822427,14022503,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH AND SOUTH WALLS (APPX 30 SQUARE FEET) (BASEMENT APT) IN THE 2nd ROOM FROM NORTH AT CENTER LOCATED AT APT LB, 1st APARTMENT FROM WEST AT NORTH",428398,C,420212,4,143-40,143-40,9540,11355,Basement,5048,19,02/13/2021,03/19/2021,03/14/2021,,,,550,7090088,02/16/2021,19,08/12/2021,Original,Close,40.760166,-73.822893,7,20,855,4114661,4050480019,Flushing
02/11/2021,1355,FINDLAY AVENUE,2,BRONX,1355 FINDLAY AVENUE 2 BRONX ,40.8365269,-73.910461,14400346,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APROX. 10 SQ. FT. ON THE EAST WALLS INSIDE CLOSET IN THE 1st ROOM FROM EAST LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14027525 ISSUED 11-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",78358,C,210820,2,1355,1355,32820,10456,1,2783,54,06/22/2021,07/23/2021,07/18/2021,,,,550,7384740,06/22/2021,19,10/14/2021,Original,Close,40.836543,-73.910105,4,16,17702,2007202,2027830054,East Concourse-Concourse Village
02/11/2021,2191,CRESTON AVENUE,3H,BRONX,2191 CRESTON AVENUE 3H BRONX ,40.8557593,-73.902553,14023638,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 210 SQ. FT AT THE NORTH WALL, WEST WALL, CEILING, 1st CLOSET FROM NORTH AT EAST WALL WALL, 1st CLOSET FROM NORTH AT EAST WALL CEILING IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 3H, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",59174,C,206331,2,2191,2191,21820,10453,3,3170,40,02/12/2021,03/19/2021,03/14/2021,,,,550,7088954,02/16/2021,19,03/19/2021,Original,Close,40.855598,-73.902376,5,14,23704,2013858,2031700040,Fordham South
02/11/2021,1144,STRATFORD AVENUE,2D,BRONX,1144 STRATFORD AVENUE 2D BRONX ,40.8278919,-73.8749391,14311084,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 10 SQ FT AT WEST WALL IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14024264 ISSUED 11-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",111944,C,214361,2,1144,1144,67120,10472,2,3744,62,04/27/2021,05/28/2021,05/23/2021,,,,550,7329935,04/27/2021,47,04/27/2021,Original,Open,40.827894,-73.875183,9,18,48,2024021,2037440062,Soundview-Bruckner
02/11/2021,41-06,DENMAN STREET,C5,QUEENS,41-06 DENMAN STREET C5 QUEENS ,40.7463399,-73.8747209,14334903,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 16 SQ FT AT NORTH WALL, SOUTH WALL, WEST WALL, CEILING IN THE BATHROOM LOCATED AT APT C5, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH , 1st SECTION FROM NORTH AT EAST ORIGINAL VIOLATION 14023606 ISSUED 11-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",649525,C,400775,4,41-06,41-06,42090,11373,3,1566,6,05/13/2021,06/13/2021,06/08/2021,,,06/28/2021,550,7345827,05/13/2021,4,06/28/2021,Original,Open,40.746466,-73.874462,4,25,467,4039152,4015660006,Elmhurst
02/12/2021,2334,WASHINGTON AVENUE,54,BRONX,2334 WASHINGTON AVENUE 54 BRONX ,40.8560496,-73.8921595,14308250,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 12 SQ. FT. AT WINDOW FRAME FROM WEST AT NORTH WALL, WINDOW FRAME FROM WEST AT NORTH WALL, NORTH WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 54, 6th STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14024629 ISSUED 12-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",119879,C,206330,2,2334,2334,73120,10458,6,3053,74,04/24/2021,05/27/2021,05/22/2021,,,,550,7328192,04/26/2021,47,04/26/2021,Original,Open,40.856138,-73.892344,6,15,385,2011631,2030530074,Claremont-Bathgate
02/12/2021,659,MILLER AVENUE,3R,BROOKLYN,659 MILLER AVENUE 3R BROOKLYN ,40.6644564,-73.8888638,14025384,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 30 SQ.FT AT NORTH WALL, EAST WALL, 1st WINDOW FRAME FROM NORTH AT EAST WALL IN THE 4th ROOM FROM EAST LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",338065,C,330830,3,659,659,61030,11207,3,4087,9,02/13/2021,03/19/2021,03/14/2021,,,,550,7089859,02/16/2021,22,11/25/2021,Original,Open,40.664519,-73.889128,5,42,1124,3090641,3040870009,East New York
02/12/2021,271,BAY RIDGE AVENUE,4,BROOKLYN,271 BAY RIDGE AVENUE 4 BROOKLYN ,40.6360009,-74.0264589,14025514,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... TOTALLING APPROXIMATELY 60 SQ FT AT THE NORTH WALL, EAST WALL, CEILING IN THE BATHROOM LOCATED AT APT 4, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",807725,C,301364,3,271,283,17380,11220,3,5862,55,02/14/2021,03/19/2021,03/14/2021,,,,550,7090347,02/16/2021,47,02/16/2021,Original,Open,40.63592,-74.02659,10,43,68,3145156,3058620055,Bay Ridge
02/12/2021,37-33,LAWRENCE STREET,C1D,QUEENS,37-33 LAWRENCE STREET C1D QUEENS ,40.744833,-73.833233,14025194,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 60 SQUARE FEET CEILING, APPROX 10 SQUARE FEET EAST WALL, APPROX 4 SQUARE FEET SOUTH WALL IN THE KITCHEN LOCATED AT APT C1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''C''",672189,C,411576,4,37-33,37-33,53190,11354,1,4972,1,02/15/2021,03/19/2021,03/14/2021,,,,550,7090241,02/16/2021,19,05/25/2021,Original,Close,40.75978,-73.834763,7,20,871,4112263,4049720001,Flushing
02/12/2021,4902,7 AVENUE,8C,BROOKLYN,4902 7 AVENUE 8C BROOKLYN ,40.6430147,-74.0055676,14026357,NOT COMPLIED WITH,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... TOTALLING APPROXIMATELY 50 SQ FT AT THE NORTH WALL, SOUTH WALL, WEST WALL, 1st WINDOW FRAME FROM SOUTH AT WEST WALL, CEILING IN THE BATHROOM LOCATED AT APT 8C, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",133326,C,302063,3,4902,4910,5780,11220,3,785,37,02/14/2021,03/19/2021,03/14/2021,,,03/06/2021,550,7089345,02/16/2021,21,04/16/2021,Original,Open,40.642919,-74.005434,7,38,98,3013046,3007850037,Sunset Park East
02/12/2021,552,WILLIAMS AVENUE,2F,BROOKLYN,552 WILLIAMS AVENUE 2F BROOKLYN ,40.6621656,-73.8975626,14024529,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING, NORTH, SOUTH AND EAST WALLS IN THE 1st ROOM FROM EAST LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",395855,C,311291,3,552,552,92930,11207,2,3835,33,02/16/2021,03/20/2021,03/15/2021,,,,550,7091545,02/17/2021,22,07/20/2021,Original,Open,40.662144,-73.897246,5,42,1130,3085403,3038350033,East New York (Pennsylvania Ave)
02/12/2021,1439,OCEAN AVENUE,A4,BROOKLYN,1439 OCEAN AVENUE A4 BROOKLYN ,40.6267637,-73.9561419,14028511,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ALL WALLS AND CEILING APPROXIATMATELY 40 SQUARE FEET IN THE BATHROOM LOCATED AT APT A4, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''NORTH''",347221,C,308000,3,1439,1439,67530,11230,1,7584,19,02/17/2021,03/21/2021,03/16/2021,,,,550,7092714,02/18/2021,19,08/19/2021,Original,Close,40.627013,-73.956626,14,45,762,3206619,3075840019,Midwood
02/12/2021,116,JOHN STREET,603,MANHATTAN,116 JOHN STREET 603 MANHATTAN ,40.7076289,-74.0058454,14288274,DEFECT LETTER ISSUED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT NORTH WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 603, 6th STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14028454 ISSUED 12-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",23228,C,143615,1,114,120,24050,10038,6,69,32,04/21/2021,05/22/2021,05/17/2021,,,,550,7309501,04/21/2021,20,11/12/2021,Original,Open,40.707605,-74.00572,1,1,1502,1001126,1000690032,Battery Park City-Lower Manhattan
02/12/2021,504,QUINCY STREET,5A,BROOKLYN,504 QUINCY STREET 5A BROOKLYN ,40.6879582,-73.9404533,14334904,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APROX 20SQ FEET IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 14028272 ISSUED 12-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",359415,C,374531,3,504,534,73050,11221,5,1811,19,05/13/2021,06/13/2021,06/08/2021,,,,550,7345685,05/13/2021,47,05/13/2021,Original,Open,40.688105,-73.940638,3,36,277,3051048,3018110019,Stuyvesant Heights
02/12/2021,552,WILLIAMS AVENUE,2F,BROOKLYN,552 WILLIAMS AVENUE 2F BROOKLYN ,40.6621656,-73.8975626,14024531,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND SOUTH WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",395855,C,311291,3,552,552,92930,11207,2,3835,33,02/16/2021,03/20/2021,03/15/2021,,,,550,7091545,02/17/2021,22,07/20/2021,Original,Open,40.662144,-73.897246,5,42,1130,3085403,3038350033,East New York (Pennsylvania Ave)
02/12/2021,552,WILLIAMS AVENUE,2F,BROOKLYN,552 WILLIAMS AVENUE 2F BROOKLYN ,40.6621656,-73.8975626,14024532,FIRST NO ACCESS TO RE- INSPECT VIOLATION,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL IN THE 3rd ROOM FROM EAST LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",395855,C,311291,3,552,552,92930,11207,2,3835,33,02/16/2021,03/20/2021,03/15/2021,,,,550,7091545,02/17/2021,22,07/20/2021,Original,Open,40.662144,-73.897246,5,42,1130,3085403,3038350033,East New York (Pennsylvania Ave)
02/13/2021,1665,GRAND CONCOURSE,2,BRONX,1665 GRAND CONCOURSE 2 BRONX ,40.8441374,-73.9120936,14328102,NOV CERTIFIED LATE,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPX 25 SQ. FT AT CEILING IN THE BATHROOM LOCATED AT APT 2, 1st STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14026081 ISSUED 13-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",81714,C,206154,2,1665,1665,36420,10452,1,2838,23,05/08/2021,06/10/2021,06/05/2021,,,06/28/2021,550,7341435,05/10/2021,4,06/28/2021,Original,Open,40.844018,-73.911667,4,14,22702,2008023,2028380023,Mount Hope
02/13/2021,3486,FENTON AVENUE,4A,BRONX,3486 FENTON AVENUE 4A BRONX ,40.8780596,-73.8482009,14025844,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST WALL APPROX.. 30 SQ.FT IN THE 2nd ROOM FROM EAST AT SOUTH LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",933194,C,226473,2,3486,3486,32420,10469,5,4721,17,02/14/2021,03/19/2021,03/14/2021,,,,550,7090452,02/16/2021,47,02/16/2021,Original,Open,40.877858,-73.848927,12,12,386,2117022,2047210017,Eastchester-Edenwald-Baychester
02/13/2021,3486,FENTON AVENUE,4A,BRONX,3486 FENTON AVENUE 4A BRONX ,40.8780596,-73.8482009,14025873,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST WALL APPROX..30 SQ.FT IN THE 3rd ROOM FROM EAST LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",933194,C,226473,2,3486,3486,32420,10469,5,4721,17,02/14/2021,03/19/2021,03/14/2021,,,,550,7090452,02/16/2021,47,02/16/2021,Original,Open,40.877858,-73.848927,12,12,386,2117022,2047210017,Eastchester-Edenwald-Baychester
02/13/2021,150-14,VILLAGE ROAD,93B,QUEENS,150-14 VILLAGE ROAD 93B QUEENS ,40.7166575,-73.8111887,14026253,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 100 SQUARE FEET AT THE CEILING OF THE ATTIC LOCATED AT APT 93B, 2nd STORY, APARTMENT AT EAST",952410,C,431100,4,150-14,150-14,66590,11432,2,6715,2,02/14/2021,03/19/2021,03/14/2021,,,,550,7090472,02/16/2021,19,05/03/2021,Original,Close,40.716887,-73.811226,8,24,77905,4530525,4067150002,Kew Gardens Hills
02/13/2021,209,EAST 16 STREET,D8,BROOKLYN,209 EAST 16 STREET D8 BROOKLYN ,40.645342,-73.9640169,14026353,VIOLATION DISMISSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 40 SQ. FT. AT THE CEILING, EAST WALL, WEST WALL, NORTH WALL AND SOUTH WALL IN THE BATHROOM LOCATED AT APT D8, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''SOUTH''",246202,C,337019,3,209,209,35530,11226,4,5120,54,02/14/2021,03/19/2021,03/14/2021,,,03/17/2021,550,7089565,02/16/2021,9,05/28/2021,Original,Close,40.645279,-73.964239,14,40,512,3117577,3051200054,Flatbush
02/13/2021,1617,EASTERN PARKWAY EXTENSION,1C,BROOKLYN,1617 EASTERN PARKWAY EXTENSION 1C BROOKLYN ,40.6719193,-73.9148722,14025920,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROC 35 SQ FT AT CEILING AND SOUTH WALL AND AROUND THE WINDOW FRAME AT NORTH IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",287680,C,321327,3,1617,1619,38430,11233,1,1464,50,02/16/2021,03/20/2021,03/15/2021,,,,550,7091300,02/17/2021,19,08/26/2021,Original,Close,40.671675,-73.914639,16,41,363,3039336,3014640050,Ocean Hill
02/13/2021,30,LINDEN BOULEVARD,E8,BROOKLYN,30 LINDEN BOULEVARD E8 BROOKLYN ,40.6519936,-73.957772,14025839,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 30 SQ FT AT EAST WALL IN THE BATHROOM LOCATED AT APT E8, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",327256,C,325477,3,30,30,56230,11226,6,5086,22,02/15/2021,03/19/2021,03/14/2021,,,03/19/2021,550,7089822,02/16/2021,19,09/15/2021,Original,Close,40.652202,-73.957946,14,40,79602,3116707,3050860022,Prospect Lefferts Gardens-Wingate
02/13/2021,180,EAST 17 STREET,103,BROOKLYN,180 EAST 17 STREET 103 BROOKLYN ,40.6462812,-73.9637394,14026582,CERTIFICATION POSTPONMENT DENIED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 40 SQ FT ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 103, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",246839,C,327620,3,180,180,35580,11226,1,5120,12,02/15/2021,03/19/2021,03/14/2021,,,,550,7089567,02/16/2021,7,03/15/2021,Original,Open,40.646259,-73.96346,14,40,512,3117570,3051200012,Flatbush
02/14/2021,2246,OCEAN AVENUE,2K,BROOKLYN,2246 OCEAN AVENUE 2K BROOKLYN ,40.6068505,-73.953203,14027251,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND ALL WALLS APPROX 60 SQUARE FEET IN THE BATHROOM LOCATED AT APT 2K, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",347441,C,326037,3,2246,2246,67530,11229,2,6802,41,02/16/2021,03/20/2021,03/15/2021,,,03/22/2021,550,7091414,02/17/2021,19,09/22/2021,Original,Close,40.607112,-73.952879,15,48,550,3183173,3068020041,Madison
02/14/2021,2105,RYER AVENUE,2F,BRONX,2105 RYER AVENUE 2F BRONX ,40.8537089,-73.9008229,14026892,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 90 SQ FT AT CEILING, NORTH WALL, EAST WALL, SOUTH WALL, WEST WALL IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH , 1st SECTION FROM WEST AT NORTH",107767,C,209563,2,2105,2105,62720,10457,2,3156,155,02/14/2021,03/19/2021,03/14/2021,,,,550,7089206,02/16/2021,19,04/28/2021,Original,Close,40.85339,-73.900691,5,15,381,2013695,2031560155,Mount Hope
02/14/2021,24-20,27 STREET,3B,QUEENS,24-20 27 STREET 3B QUEENS ,40.7736439,-73.9185071,14364007,VIOLATION CLOSED,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 12 SQ FT AT THE CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 14027394 ISSUED 14-FEB-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE ï¿½27-2017.3a(5)(a) or (b).",413381,C,412093,4,24-20,24-20,7490,11102,3,852,42,05/29/2021,07/02/2021,06/27/2021,,,,550,7363301,06/01/2021,19,08/14/2021,Original,Close,40.773437,-73.918419,1,22,95,4017990,4008520042,Steinway
02/15/2021,39-55,59 STREET,ROOM3F,QUEENS,39-55 59 STREET ROOM3F QUEENS ,40.7460102,-73.904951,14027793,NOTICE OF ISSUANCE SENT TO TENANT,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING AND WALLS (36 SQUARE FEET) IN THE BATHROOM LOCATED AT APT ROOM3F, 1st STORY",448814,C,0,4,39-55,39-55,12390,11377,1,1230,21,02/16/2021,03/20/2021,03/15/2021,,,,550,7091578,02/17/2021,47,02/17/2021,Original,Open,40.746166,-73.905131,2,26,259,4028353,4012300021,Woodside
